customer_id,acquisition_source,country,date_first_deposit_id,date_registration_id,gender,date_transaction_id,count_deposit,sum_free_spin,sum_deposit,sum_bonus_cost,sum_ngr,sum_bet_real,sum_bet_bonus,sum_win_real,sum_win_bonus
3930,0,Sweden,20110616,20110616,Male,20110621,0,0,0,-286.445,-49.84,0,0,239.185,48.55
2567,0,Sweden,20110603,20110603,Male,20110603,1,0,48.55,48.55,48.55,0,48.55,0,0
2669,0,Norway,20110604,20110604,Male,20110604,1,0,21.06,21.06,-21.06,0,0,0,0
2848,0,United Kingdom,20110607,20110607,Male,20110609,0,0,0,NA,-1813.788,40275.308,0,42089.097,0
2497,0,Canada,20110602,20110602,Male,20110610,0,0,0,0,0.026,0.026,0,0,0
2502,0,Germany,20110610,20110602,Female,20110610,1,0,10,0,10,12,0,2,0
2637,0,Netherlands,20110604,20110604,Male,20110610,4,0,550,0,540.698,1647.5,0,1105.1,0
3144,0,United Kingdom,20110610,20110610,Male,20110610,1,0,34.16,0,1.139,1.139,0,0,0
3145,0,United Kingdom,20110610,20110610,Male,20110610,1,0,11.37,0,11.37,11.37,0,0,0
3423,0,United Kingdom,20110613,20110613,Male,20110613,1,0,11.35,0,11.35,11.35,0,0,0
3179,0,United Kingdom,20110611,20110611,Male,20110613,0,0,0,0,22.917,11.572,11.345,0,0
3246,1,United Kingdom,20110613,20110611,Male,20110613,1,0,22.7,0,1.135,1.135,0,0,0
3500,0,United Kingdom,20110613,20110613,Male,20110613,1,0,11.35,0,1.135,1.135,0,0,0
3520,0,United Kingdom,20110613,20110613,Male,20110613,1,0,11.34,0,0,0,0,0,0
2216,0,Sweden,20110610,20100723,Male,20110614,0,0,0,0,49.4,0,49.4,0,0
3586,1,United Kingdom,20110613,20110613,Male,20110618,0,0,0,0,5.7,5.7,0,0,0
3605,0,United Kingdom,20110614,20110614,Female,20110618,0,0,0,5.7,-5.7,0,0,0,0
3630,1,Canada,20110614,20110614,Male,20110618,0,0,0,9.824,-9.824,0,0,0,0
3660,0,United Kingdom,20110614,20110614,Male,20110618,0,0.513,0,0,-0.513,0,0,0,0.513
2232,1,Norway,20110603,20100921,Male,20110620,2,0,70,0,171.35,535.65,0,364.3,0
2232,1,Norway,20110603,20100921,Male,20110621,4,0,160,0,161.2,167,0,5.8,0
2232,1,Norway,20110603,20100921,Male,20110622,4,0,160,0,-40.32,349.7,0,390.02,0
3076,1,Canada,20110610,20110609,Female,20110622,0,0,0,6.466,0.077,0.841,8.405,0.672,2.03
2441,0,United Kingdom,20110601,20110601,Male,20110604,0,0,0,11.42,-48.454,0,34.186,0.087,71.133
2783,1,Sweden,20110606,20110606,Male,20110606,1,0,9.73,9.73,4.472,0,47.912,0,38.208
2787,0,United Kingdom,20110606,20110606,Male,20110606,1,0,17.12,0,11.412,11.412,0,0,0
2497,0,Canada,20110602,20110602,Male,20110607,0,9.107,0,0,-1.018,87.16,0,79.071,9.107
2971,0,United Kingdom,20110608,20110608,Male,20110608,1,0,11.39,0,1.139,1.139,0,0,0
169,0,New Zealand,20110630,20091208,Female,20110815,0,0,0,0,2.712,70.316,0,67.604,0
3306,1,United Kingdom,20110612,20110612,Male,20110820,0,0,0,11.155,33.465,33.465,11.155,0,0
3392,0,United Kingdom,20110613,20110613,Male,20110820,0,0,0,11.159,-11.159,0,0,0,0
3611,0,United Kingdom,20110614,20110614,Female,20110822,1,0,111.4,0,55.7,55.7,0,0,0
4082,1,Sweden,20110617,20110617,Male,20110822,0,0,0,0,0,0,0,0,0
4143,0,United Kingdom,20110618,20110618,Male,20110822,0,2.06,0,0,-2.06,0,0,0,2.06
4706,0,Canada,20110627,20110625,Female,20110823,0,0.133,0,0,0,0.133,0,0,0.133
99,1,Canada,20110629,20090617,Male,20110824,0,0.132,0,0,-0.001,1.782,0,1.651,0.132
3178,0,United Kingdom,20110611,20110611,Male,20110826,1,0.729,11.04,0,-0.729,0,0,0,0.729
3202,0,United Kingdom,20110611,20110611,Female,20110826,1,0.177,11.04,0,-0.177,0,0,0,0.177
3427,0,United Kingdom,20110613,20110613,Female,20110826,0,0,0,0,0,0,0,0,0
2758,0,United Kingdom,20110606,20110606,Male,20110828,0,0,0,11.002,-35.21,16.505,11.004,21.456,30.261
2970,0,United Kingdom,20110608,20110608,Female,20110608,1,0,11.37,0,11.371,11.371,0,0,0
2975,0,United Kingdom,20110608,20110608,Female,20110608,1,0,113.98,113.98,113.911,0,158.525,0,44.585
2397,1,Austria,20110606,20110526,Male,20110608,0,2.15,0,0,-0.07,3,0,0.92,2.15
2854,1,United Kingdom,20110607,20110607,Female,20110608,0,0,0,11.396,-0.004,0,11.392,0,0
2893,0,United Kingdom,20110607,20110607,Female,20110608,0,0,0,11.39,0,0,11.39,0,0
3626,0,United Kingdom,20110614,20110614,Male,20110614,1,0,11.36,0,1.136,1.136,0,0,0
2298,1,Netherlands,20110614,20110320,Male,20110615,0,0.28,0,0,-0.08,0.2,0,0,0.28
4015,1,Germany,20110617,20110617,Male,20110619,0,0,0,0,-70.4,0,0,70.4,0
3412,1,United Kingdom,20110613,20110613,Male,20110619,0,0,0,0,15.956,10.257,5.699,0,0
4404,0,United Kingdom,20110621,20110621,Male,20110621,1,0,11.37,0,11.371,11.371,0,0,0
4413,0,United Kingdom,20110621,20110621,Female,20110621,1,0,113.83,113.83,114.597,0,180.867,0,66.769
2318,0,United Kingdom,20110613,20110411,Male,20110626,1,0,11.36,0,-6.248,11.36,0,17.608,0
4488,0,Finland,20110622,20110622,Male,20110626,2,0,110,0,260,888.25,0,628.25,0
4488,0,Finland,20110622,20110622,Male,20110701,4,0,525,0,524.998,841.71,0,316.712,0
4562,1,United Kingdom,20110623,20110623,Male,20110701,1,0,11.29,0,22.572,22.572,0,0,0
4563,NA,Norway,20110623,20110623,Male,20110701,0,0,0,0,10.49,0,0,0,0
4718,1,Guernsey,20110630,20110625,Male,20110701,8,0,128.79,0,207.934,504.829,0,296.894,0
4785,0,United Kingdom,20110626,20110626,Male,20110701,0,0,0,0,-44.651,0,0,0.079,44.572
4143,0,United Kingdom,20110618,20110618,Male,20110703,0,19.315,0,0,-19.202,0.113,0,0,19.315
4168,1,Sweden,20110618,20110618,Female,20110703,0,0,0,0,25.103,0.097,39.798,-0.031,14.823
4235,0,United Kingdom,20110619,20110619,Female,20110707,0,0,0,0,-6.675,107.991,0,114.666,0
4488,0,Finland,20110622,20110622,Male,20110707,3,0,105,0,105.001,366.11,0,261.109,0
4718,1,Guernsey,20110630,20110625,Male,20110707,2,0,22.62,0,37.798,1070.863,0,1033.065,0
3078,1,Sweden,20110610,20110609,Female,20110713,0,0,0,0,11.098,18.528,0,7.431,0
3202,0,United Kingdom,20110611,20110611,Female,20110713,1,12.934,11.33,0,-12.934,0,0,0,12.934
3306,1,United Kingdom,20110612,20110612,Male,20110713,1,1.756,11.33,0,-1.756,0,0,0,1.756
3392,0,United Kingdom,20110613,20110613,Male,20110713,1,1.45,11.33,0,9.878,11.328,0,0,1.45
2253,0,United Kingdom,20110608,20101126,Male,20110713,1,2.383,11.29,0,-2.383,0,0,0,2.383
2318,0,United Kingdom,20110613,20110411,Male,20110716,0,2.374,0,0,-2.374,0,0,0,2.374
3202,0,United Kingdom,20110611,20110611,Female,20110716,0,14.38,0,0,-14.38,0,0,0,14.38
3306,1,United Kingdom,20110612,20110612,Male,20110716,0,7.288,0,0,-7.288,0,0,0,7.288
3387,0,United Kingdom,20110613,20110613,Male,20110716,0,0,0,5.652,0,0,5.652,0,0
3392,0,United Kingdom,20110613,20110613,Male,20110716,0,18.479,0,0,-18.479,0,0,0,18.479
2407,1,Canada,20110602,20110529,Male,20110725,2,0,65.36,0,-83.525,399.517,0,483.042,0
3306,1,United Kingdom,20110612,20110612,Male,20110819,0,0,0,0,11.142,11.142,0,0,0
3874,0,United Kingdom,20110619,20110615,Male,20110819,0,0,0,0,0,0,0,0,0
4781,0,United Kingdom,20110626,20110626,Male,20110824,1,5.874,11.08,0,-5.874,0,0,0,5.874
4235,0,United Kingdom,20110619,20110619,Female,20110831,1,0.134,11.15,0,-0.134,0,0,0,0.134
3611,0,United Kingdom,20110614,20110614,Female,20110816,0,0,0,0,27.938,27.938,0,0,0
2758,0,United Kingdom,20110606,20110606,Male,20110822,0,0,0,0,0,0,0,0,0
3202,0,United Kingdom,20110611,20110611,Female,20110822,0,0,0,11.122,0,0,11.122,0,0
1787,0,United Kingdom,20100623,20100623,Male,20100825,1,0,11.14,0,11.356,78.05,0,66.695,0
1800,0,Finland,20100623,20100623,Female,20100825,2,0.3,300,0,185.776,1440.25,0,1241.94,0.3
1480,0,United Kingdom,20100618,20100618,Male,20100827,0,0,0,0,2802.301,12213.242,0,9387.051,0
650,1,Germany,20100605,20100605,Male,20100831,0,0,0,0,15,33.3,0,18.3,0
650,1,Germany,20100605,20100605,Male,20100904,2,0,70,0,70,70,0,0,0
764,0,United Kingdom,20100606,20100606,Male,20100904,1,0,108.63,43.452,-659.886,0,1351.052,0,2076.116
2184,1,Canada,20100630,20100630,Male,20100925,1,0,34.18,0,34.187,161.044,0,126.857,0
158,1,Finland,20100601,20091120,Male,20100602,0,1.06,0,0,0.02,2,0,0.92,1.06
262,1,Norway,20100602,20100429,Male,20100602,1,4.792,21.59,63.18,20.954,5.56,346.912,0.874,288.508
647,1,Netherlands,20100605,20100605,Male,20100607,0,0,0,0,72.527,0,1395.41,0,1326.41
437,1,New Zealand,20100610,20100602,Male,20100610,1,5.259,12.89,6.445,12.286,28.758,9.714,24.104,8.527
1010,1,Netherlands,20100610,20100610,Male,20100610,11,0.89,495,55,394.81,2096.25,324.8,1750.55,270.69
1051,0,Finland,20100610,20100610,Male,20100610,1,0,70,0,0,0,0,0,0
1060,1,Austria,20100611,20100611,Male,20100611,2,0,61.5,0,58.3,246,0,187.7,0
39,1,Belarus,20100612,20080425,Male,20100612,1,0,48,0,-11.4,19,0,30.4,0
752,1,Netherlands,20100608,20100606,Male,20100613,0,0,0,0,0.38,0.1,0.7,0,0.42
827,1,Canada,20100607,20100607,Male,20100613,0,0,0,6.746,-6.746,0,0,0,0
193,1,Germany,20100613,20100211,Female,20100615,0,2.3,0,0,-0.03,9.36,0,7.09,2.3
1269,1,Sweden,20100614,20100614,Female,20100618,1,0,20.99,0,20.614,86.476,0,65.862,0
1269,1,Sweden,20100614,20100614,Female,20100621,0,0,0,0,10.946,52.203,0,41.257,0
1333,0,New Zealand,20100615,20100615,Female,20100621,6,8.299,58.79,25.772,49.111,478.426,392.476,430.388,388.713
1703,0,Norway,20100622,20100622,Female,20100627,2,0,158.55,132.125,-1428.645,33.824,7279.559,21.14,8747.313
1718,1,Netherlands,20100622,20100622,Male,20100627,1,0,10,0,10,16,0,6,0
1815,0,United Kingdom,20100625,20100624,Male,20100627,4,0.398,52.39,0,51.191,350.342,0,298.754,0.398
1821,0,Germany,20100624,20100624,Male,20100627,0,0,0,0,164.15,0,443,0,278.85
452,0,United Kingdom,20100602,20100602,Female,20100703,1,0,113.99,45.596,-35.155,0,1328.893,0,1432.443
536,0,United Kingdom,20100603,20100603,Male,20100703,6,0,268.51,0,260.406,1647.457,0,1387.051,0
2184,1,Canada,20100630,20100630,Male,20100703,2,0,67.67,0,43.722,556.816,0,513.094,0
276,1,Canada,20100610,20100507,Female,20100706,1,0,33.86,0,33.901,265.076,0,231.174,0
812,0,New Zealand,20100607,20100607,Male,20100710,0,0,0,0,27.982,82.857,0,54.875,0
1800,0,Finland,20100623,20100623,Female,20100712,1,0.4,100,0,-39.35,356,0,394.95,0.4
1333,0,New Zealand,20100615,20100615,Female,20100727,1,0,6.58,0,6.58,12.851,0,6.271,0
1555,1,Norway,20100619,20100619,Male,20100727,1,0,55.2,0,54.059,113.3,0,59.235,0
16,1,Sweden,20100605,20070518,Male,20100728,1,0.524,52.45,0,52.429,73.849,0,20.896,0.524
1333,0,New Zealand,20100615,20100615,Female,20100807,0,0,0,0,4.5,89.593,0,83.722,0
1555,1,Norway,20100619,20100619,Male,20100807,2,0,54.74,0,53.428,397.667,0,344.239,0
1555,1,Norway,20100619,20100619,Male,20100811,1,0.628,21.85,0,21.298,81.442,0,59.515,0.628
1787,0,United Kingdom,20100623,20100623,Male,20100811,1,0,11.31,0,10.877,44.681,0,33.804,0
489,1,Germany,20100602,20100602,Male,20100815,0,0.06,0,0,-0.06,0,0,0,0.06
1815,0,United Kingdom,20100625,20100624,Male,20100815,0,1.736,0,0,-0.022,1.813,0,0.099,1.736
2098,1,United Kingdom,20100629,20100629,Male,20100816,4,0.985,336.64,0,328.535,1318.327,0,988.807,0.985
920,0,Austria,20100609,20100609,Male,20100825,0,0,0,0,0.22,0.72,0,0.5,0
1269,1,Sweden,20100614,20100614,Female,20100825,0,1,0,0,0.053,1.474,0,0.421,1
650,1,Germany,20100605,20100605,Male,20100827,0,0,0,0,33,33,0,0,0
2184,1,Canada,20100630,20100630,Male,20100829,1,0.752,49.8,0,-11.868,324.653,0,335.77,0.752
1333,0,New Zealand,20100615,20100615,Female,20100905,0,0,0,0,1.513,31.445,0,29.933,0
1480,0,United Kingdom,20100618,20100618,Male,20100905,0,0,0,0,1176.325,12747.28,0,11567.001,0
1262,1,United Kingdom,20100613,20100613,Male,20100907,2,0,75,0,73.167,73.167,0,0,0
1269,1,Sweden,20100614,20100614,Female,20100907,1,0.837,21.48,0,-16.227,237.741,0,250.937,0.837
2098,1,United Kingdom,20100629,20100629,Male,20100825,2,1.247,333.33,0,323.953,691.158,0,365.958,1.247
1800,0,Finland,20100623,20100623,Female,20100829,0,0,0,0,121.84,2472.35,0,2289.02,0
2098,1,United Kingdom,20100629,20100629,Male,20100831,3,9.065,389.65,13.574,3102.688,7757.02,339.404,4699.49,334.997
2184,1,Canada,20100630,20100630,Male,20100831,1,0,66.64,0,66.571,425.037,0,358.466,0
1480,0,United Kingdom,20100618,20100618,Male,20100901,1,0,1091.1,0,963.264,3495.591,0,2404.582,0
1787,0,United Kingdom,20100623,20100623,Male,20100901,1,0,11.13,0,10.97,20.093,0,9.123,0
1800,0,Finland,20100623,20100623,Female,20100901,0,1.8,0,0,-80.23,1000.5,0,1060.23,1.8
1804,0,New Zealand,20100623,20100623,Female,20100731,1,0,6.34,2.537,6.279,0,3.869,0,1.395
2112,1,Finland,20100629,20100629,Male,20100815,0,0.05,0,0,-0.05,0,0,0,0.05
2146,1,United Kingdom,20100629,20100629,Male,20100815,0,1.458,0,0,0.899,5.26,0,2.904,1.458
1434,0,Germany,20100620,20100617,Male,20100817,0,0.8,0,0,0.1,0.9,0,0,0.8
1970,1,Norway,20100627,20100626,Male,20100916,0,0,0,0,21.32,21.32,0,0,0
2147,1,United Kingdom,20100629,20100629,Male,20100918,2,0,34.74,0,35.52,56.186,0,20.666,0
552,1,Norway,20100603,20100603,Male,20100603,1,0,21.59,63.18,-41.172,0,119.772,0,118.825
735,1,United Kingdom,20100606,20100606,Male,20100606,1,0,23.46,45.784,22.907,0,202.647,0,156.851
873,0,New Zealand,20100608,20100608,Male,20100610,2,0,13.2,0,12.823,36.53,0,23.707,0
1166,1,Sweden,20100613,20100613,Male,20100613,7,1.129,615.6,117.99,571.59,1566.86,153.387,1025.395,36.526
1169,1,Finland,20100613,20100613,Male,20100613,1,0,20,0,19.83,33.6,0,13.77,0
809,0,Finland,20100607,20100607,Male,20100614,0,1.94,0,0,0.11,38.35,0,36.3,1.94
330,1,United Kingdom,20100601,20100527,Male,20100619,1,0,11.36,0,11.362,11.362,0,0,0
1534,1,United Kingdom,20100619,20100619,Male,20100619,4,0,291.15,269.848,284.054,0.091,1100.765,0,831.006
556,1,Finland,20100603,20100603,Male,20100620,3,0.35,51.25,0,50.08,77.05,0,26.62,0.35
641,1,Sweden,20100605,20100605,Male,20100620,0,0,0,-8.92,8.92,0,0,0,0
745,1,Norway,20100606,20100606,Male,20100620,1,0,105.7,105.7,105.7,0,105.7,0,0
824,1,Germany,20100607,20100607,Male,20100620,0,3.35,0,0,-0.01,4.2,0,0.86,3.35
1581,0,Norway,20100620,20100620,Female,20100620,3,0,179.69,221.97,179.69,0,354.095,0,132.125
1408,1,Norway,20100616,20100616,Male,20100624,0,0,0,0,49.057,120.188,0,71.132,0
1408,1,Norway,20100616,20100616,Male,20100625,0,0,0,0,105.7,332.427,0,226.727,0
1993,1,Sweden,20100626,20100626,Female,20100628,0,24.361,0,0,-0.041,266.035,0,241.715,24.361
2036,0,Sweden,20100627,20100627,Male,20100628,2,0,70,0,70.65,258.1,0,187.45,0
1804,0,New Zealand,20100623,20100623,Female,20100711,1,6.493,12.67,0,13.148,114.793,0,99.492,2.154
1855,0,Norway,20100624,20100624,Male,20100711,0,0,0,0,15.765,15.765,0,0,0
2008,1,Germany,20100630,20100627,Female,20100711,0,0.05,0,0,-0.05,0,0,0,0.05
959,0,United Kingdom,20100609,20100609,Male,20100713,0,0,0,226.32,-226.32,0,0,0,0
1575,1,United Kingdom,20100624,20100619,Male,20100714,5,0,163.91,0,193.969,193.969,0,0,0
874,0,United Kingdom,20100608,20100608,Male,20100903,2,0,100.66,0,-16.383,386.217,0,402.6,0
1150,0,United Kingdom,20100612,20100612,Female,20100904,1,0,111.22,43.404,108.474,0,845.406,0,802.037
1917,1,Finland,20100627,20100625,Male,20100907,1,0,100,0,100.5,175,0,74.5,0
1970,1,Norway,20100627,20100626,Male,20100921,0,0,0,0,3.437,3.437,0,0,0
2147,1,United Kingdom,20100629,20100629,Male,20100921,4,3.242,466.08,0,224.044,5481.478,0,5253.952,3.242
3345,0,United Kingdom,20110612,20110612,Male,20110612,1,0,11.36,0,-44.88,11.362,0,56.242,0
3287,0,United Kingdom,20110612,20110612,Male,20110612,1,0,11.39,0,11.387,11.387,0,0,0
2764,0,Sweden,20110606,20110606,Male,20110608,0,0,0,0,-836.637,0,141.55,0,978.237
2785,1,United Kingdom,20110606,20110606,Male,20110608,0,4.556,0,0,0.003,7.238,0,2.678,4.556
2830,1,Germany,20110608,20110606,Male,20110608,1,0,10,10,10,0,10,0,0
3147,0,Germany,20110610,20110610,Female,20110611,0,0.05,0,0,0,0.1,0,0.05,0.05
3249,1,Finland,20110611,20110611,Male,20110611,3,0,30,0,28.494,383.55,0,353.56,0
3250,1,Finland,20110611,20110611,Male,20110611,1,1,10,10,10,3.25,12.75,2.25,3.75
3281,0,United Kingdom,20110612,20110612,Female,20110612,1,0,11.36,0,-23.854,11.359,0,35.213,0
3383,0,United Kingdom,20110613,20110613,Male,20110613,1,0,22.69,0,1.135,1.135,0,0,0
3539,0,United Kingdom,20110613,20110613,Female,20110613,1,0,22.68,0,1.134,1.134,0,0,0
3548,0,United Kingdom,20110613,20110613,Male,20110613,1,0,12.48,0,12.475,12.475,0,0,0
3815,0,United Kingdom,20110615,20110615,Male,20110616,0,0,0,0,-27.446,0,0,27.446,0
3991,1,United Kingdom,20110616,20110616,Male,20110616,1,0,11.43,0,-11.431,11.431,0,22.862,0
3266,1,United Kingdom,20110612,20110612,Male,20110616,0,0,0,0,11.431,11.431,0,0,0
3397,0,Germany,20110613,20110613,Male,20110616,0,0,0,0,-319,20,100,49,390
4214,1,Finland,20110619,20110619,Male,20110619,2,1.95,50,20,44.09,603.25,573,572.15,554.95
2770,1,United Kingdom,20110606,20110606,Male,20110620,0,0,0,0,0,0,0,0,0
2969,1,United Kingdom,20110608,20110608,Male,20110620,0,0,0,0,1138.075,2296.845,0,1158.77,0
3809,0,United Kingdom,20110615,20110615,Female,20110622,1,0,11.41,0,-57.899,0,22.814,80.713,0
4500,1,Canada,20110622,20110622,Male,20110622,1,0,96.44,0,96.089,250.463,0,153.949,0
4374,0,Germany,20110622,20110621,Male,20110622,1,0,100,100,-100,0,0,0,0
5069,1,Germany,20110629,20110629,Male,20110630,1,0,10,0,10,10,0,0,0
2894,0,United Kingdom,20110607,20110607,Male,20110707,0,0,0,-0.136,0.136,0,0,0,0
5055,0,Sweden,20110629,20110629,Male,20110714,0,0,0,-0.144,0.144,0,0,0,0
5069,1,Germany,20110629,20110629,Male,20110714,2,0,20,0,20,20,0,0,0
2535,0,United Kingdom,20110602,20110602,Male,20110715,0,0,0,0,-85.808,0,0,85.808,0
3922,0,United Kingdom,20110616,20110616,Male,20110716,0,9.038,0,0,-9.038,0,0,0,9.038
3933,0,United Kingdom,20110616,20110616,Male,20110716,0,0,0,-0.251,0.251,0,0,0,0
4066,0,United Kingdom,20110617,20110617,Male,20110716,0,24.78,0,0,-24.78,0,0,0,24.78
148,1,Norway,20110604,20091028,Male,20110716,0,0,0,0,-389.688,0,0,389.688,0
3609,0,Germany,20110614,20110614,Male,20110730,1,0,20,0,19.35,19.35,0,0,0
5069,1,Germany,20110629,20110629,Male,20110731,1,0,10,0,10,10,0,0,0
5125,1,United Kingdom,20110630,20110630,Male,20110801,0,0,0,0,15.427,34.988,0,19.561,0
2238,1,Netherlands,20110622,20101004,Male,20110810,0,0.09,0,0,0,0.09,0,0,0.09
2999,1,United Kingdom,20110608,20110608,Male,20110810,1,0.324,11.16,0,9.17,14.281,0,4.787,0.324
3380,0,United Kingdom,20110613,20110613,Female,20110810,1,0.357,11.16,0,-0.357,0,0,0,0.357
3399,0,United Kingdom,20110613,20110613,Male,20110810,1,1.253,11.19,0,15.81,66.015,0,48.952,1.253
2223,1,Netherlands,20110622,NA,Male,20110823,0,0.4,0,0,0,0.4,0,0,0.4
4617,0,Germany,20110624,20110624,Male,20110830,0,0,0,0,0,0,0,0,0
3515,0,Finland,20110613,20110613,Male,20110913,0,1.54,0,0,-0.06,10.4,0,8.92,1.54
4066,0,United Kingdom,20110617,20110617,Male,20110618,3,0,57.02,0,43.641,364.05,0,320.409,0
4075,0,United Kingdom,20110617,20110617,Male,20110618,0,0,0,0,11.41,11.41,0,0,0
3832,1,Finland,20110615,20110615,Male,20110619,1,0,40,0,24.015,282.9,0,258.885,0
4359,1,United Kingdom,20110620,20110620,Male,20110623,0,0.171,0,0,0.057,0.227,0,0,0.171
4365,1,Sweden,20110621,20110620,Male,20110623,0,0,0,0,96.8,0,48.4,0,0
4396,1,United Kingdom,20110621,20110621,Male,20110623,0,0,0,0,-27.743,0,12.699,0.003,40.44
4434,1,United Kingdom,20110621,20110621,Male,20110623,0,0,0,0,-40.872,5.685,0,46.556,0
4359,1,United Kingdom,20110620,20110620,Male,20110625,0,0.341,0,0,-0.06,235.77,0,235.49,0.341
4396,1,United Kingdom,20110621,20110621,Male,20110625,0,0,0,0,11.342,0,11.342,0,0
4434,1,United Kingdom,20110621,20110621,Male,20110625,0,0,0,0,46.533,46.533,0,0,0
4359,1,United Kingdom,20110620,20110620,Male,20110630,0,0,0,33.858,0,0,33.858,0,0
4472,0,New Zealand,20110622,20110622,Male,20110630,1,0,5.79,0,5.684,5.933,0,0.249,0
5135,0,Sweden,20110630,20110630,Male,20110630,1,0,47.75,47.75,-301.78,0,229.2,0,483.23
5093,0,United Kingdom,20110630,20110630,Male,20110630,1,0,11.29,0,11.286,11.286,0,0,0
3609,0,Germany,20110614,20110614,Male,20110702,0,0,0,0,0,0,0,0,0
3633,1,United Kingdom,20110614,20110614,Male,20110702,0,35.341,0,0,-35.341,0,0,0,35.341
3380,0,United Kingdom,20110613,20110613,Female,20110706,1,2.166,11.28,0,-2.166,0,0,0,2.166
4925,0,United Kingdom,20110628,20110628,Female,20110710,0,0,0,0,11.318,0,11.318,0,0
5069,1,Germany,20110629,20110629,Male,20110710,2,0,30,0,30,30,0,0,0
4272,0,United Kingdom,20110620,20110620,Male,20110717,0,0,0,-761.805,761.805,0,0,0,0
4925,0,United Kingdom,20110628,20110628,Female,20110717,0,0,0,-10.185,10.185,0,0,0,0
2227,0,United Kingdom,20110613,20100913,Male,20110726,0,0.991,0,0,-0.991,0,0,0,0.991
3633,1,United Kingdom,20110614,20110614,Male,20110726,0,0.54,0,0,-0.54,0,0,0,0.54
4455,0,United Kingdom,20110621,20110621,Female,20110803,0,0,0,0,0,0,0,0,0
4544,0,New Zealand,20110623,20110623,Male,20110803,1,0,5.83,0,5.97,10.168,0,4.198,0
5010,0,Norway,20110629,20110629,Male,20110803,1,0,20.98,0,20.979,120.845,0,99.866,0
3855,0,Finland,20110615,20110615,Male,20110810,1,0.6,10,0,-0.51,0.1,0,0.01,0.6
3922,0,United Kingdom,20110616,20110616,Male,20110810,1,3.271,11.2,0,-9.992,11.202,0,17.923,3.271
4982,1,Sweden,20110628,20110628,Male,20110818,0,0,0,0,-51.245,0,0,51.245,0
2362,1,Austria,20110614,20110513,Male,20110823,0,0,0,0,0.03,1.03,0,1,0
2999,1,United Kingdom,20110608,20110608,Male,20110823,0,0.111,0,0,-0.111,0,0,0,0.111
3031,1,Germany,20110614,20110609,Male,20110823,0,0.6,0,0,-0.6,0,0,0,0.6
3043,0,United Kingdom,20110609,20110609,Female,20110823,0,0,0,0,0,0,0,0,0
2223,1,Netherlands,20110622,20100823,Male,20110828,1,0,10,4,10,0,4,0,0
2223,1,Netherlands,20110622,20100823,Male,20110904,0,8.76,0,0,-0.16,8.6,0,0,8.76
3855,0,Finland,20110615,20110615,Male,20110914,0,6.6,0,0,-6.6,0,0,0,6.6
143,1,Netherlands,20100606,20091019,Male,20100614,0,0,0,0,225.6,1326.4,0,1100.8,0
1210,0,United Kingdom,20100614,20100614,Female,20100614,4,0,306.84,289.8,306.864,0,1526.514,0,1236.684
1269,1,Sweden,20100614,20100614,Female,20100614,1,0,10.5,0,10.144,24.251,0,14.107,0
536,0,United Kingdom,20100603,20100603,Male,20100617,1,0,34.94,0,-1045.302,1463.883,0,2509.185,0
1437,1,Germany,20100617,20100617,Male,20100617,1,0,102.5,100,-50,0,140,0,190
1477,1,Finland,20100618,20100618,Male,20100618,1,9.27,20,25,19.76,16.98,274.84,7.95,259.11
1480,0,United Kingdom,20100618,20100618,Male,20100618,1,0,582.3,0,564.413,1199.821,0,634.454,0
1411,1,Germany,20100617,20100616,Male,20100618,0,4.11,0,0,8.41,13.36,375.15,9.14,370.96
1437,1,Germany,20100617,20100617,Male,20100618,0,0,0,0,150,0,150,0,0
276,1,Canada,20100610,20100507,Female,20100618,0,0.202,0,0,0,0.202,0,0,0.202
288,1,Canada,20100615,20100510,Male,20100618,0,0,0,0,89.508,1.239,1638.342,0,1550.073
1464,1,Canada,20100618,20100617,Male,20100618,1,0,69.02,0,67.307,291.752,0,224.445,0
193,1,Germany,20100613,20100211,Female,20100621,0,0.36,0,0,0.09,0.63,0,0.18,0.36
1649,0,Netherlands,20100621,20100621,Male,20100621,1,0,30,0,-3.539,68.65,0,72,0
1656,1,Netherlands,20100621,20100621,Female,20100621,1,0,25,25,25,0,43.67,0,18.67
1712,1,Norway,20100622,20100622,Male,20100622,5,0,54.15,0,0,0,0,0,0
1718,1,Netherlands,20100622,20100622,Male,20100622,3,1.47,30,0,29.93,857.1,0,825.7,1.47
1555,1,Norway,20100619,20100619,Male,20100625,1,3.7,52.85,0,-158.761,956.585,0,1111.647,3.7
1688,0,Norway,20100624,20100622,Male,20100625,0,0,0,0,10.57,10.57,0,0,0
1712,1,Norway,20100622,20100622,Male,20100625,1,0,26.43,0,0,0,0,0,0
2098,1,United Kingdom,20100629,20100629,Male,20100629,1,0.227,116.46,227.24,113.456,205.425,8936.333,60.446,8854.236
1411,1,Germany,20100617,20100616,Male,20100630,0,1.76,0,0,-1.063,289.95,0,288.21,1.76
1411,1,Germany,20100617,20100616,Male,20100705,0,0,0,0,0.12,0.12,0,0,0
1555,1,Norway,20100619,20100619,Male,20100705,2,3.904,108.14,0,105.5,736.654,0,627.25,3.904
1800,0,Finland,20100623,20100623,Female,20100705,1,0,100,0,100.18,1860.15,0,1759.97,0
1800,0,Finland,20100623,20100623,Female,20100706,0,0,0,0,-50.42,642.8,0,693.22,0
